image,time,weather,locations
/imagenet-val/ILSVRC2012_val_00026679.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00023683.JPEG,day,sunny,"[1, 1, 0, 0, 1, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00046706.JPEG,day,sunny,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00020368.JPEG,day,sunny,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00019856.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00012909.JPEG,night,none,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00011545.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00023196.JPEG,day,sunny,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00005480.JPEG,day,partly cloudy,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00023339.JPEG,day,none,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00000764.JPEG,night,none,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00031352.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00037454.JPEG,day,sunny,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00031429.JPEG,day,sunny,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
/imagenet-val/ILSVRC2012_val_00042974.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00021190.JPEG,day,sunny,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00035758.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00032123.JPEG,none,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00024097.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00046505.JPEG,day,partly cloudy,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00015279.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00020490.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00006133.JPEG,day,sunny,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00019704.JPEG,day,cloudy,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00048462.JPEG,day,sunny,"[1, 0, 0, 0, 0, 1, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00043912.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00035376.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00008625.JPEG,day,partly cloudy,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00049889.JPEG,day,none,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00035879.JPEG,day,sunny,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00020311.JPEG,day,sunny,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00029612.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00024039.JPEG,day,sunny,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00029375.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00025760.JPEG,day,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00038520.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00036499.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00049914.JPEG,night,none,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00025973.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00008679.JPEG,night,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00015173.JPEG,day,sunny,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00044452.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00028192.JPEG,day,sunny,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00033007.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00009316.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00049216.JPEG,none,none,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00007706.JPEG,day,sunny,"[0, 1, 0, 0, 1, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00038113.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00020494.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00031110.JPEG,none,none,"[0, 0, 0, 1, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00036859.JPEG,day,sunny,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00028547.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00011682.JPEG,day,sunny,"[0, 1, 0, 1, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00029552.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00031093.JPEG,day,none,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00005949.JPEG,day,cloudy,"[1, 1, 0, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00022321.JPEG,none,none,"[0, 0, 0, 1, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00048727.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00016587.JPEG,day,partly cloudy,"[1, 0, 0, 1, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00023248.JPEG,none,none,"[1, 0, 0, 0, 0, 1, 1, 0, 0]"
/imagenet-val/ILSVRC2012_val_00047379.JPEG,day,cloudy,"[1, 1, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00049168.JPEG,none,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00025111.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00042273.JPEG,day,partly cloudy,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
/imagenet-val/ILSVRC2012_val_00013850.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00032802.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00019017.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00016783.JPEG,day,partly cloudy,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00015176.JPEG,day,sunny,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00046250.JPEG,day,partly cloudy,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00021620.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00048608.JPEG,day,sunny,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00007728.JPEG,day,sunny,"[1, 0, 0, 1, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00000295.JPEG,none,none,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00038578.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00014645.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00049874.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00018473.JPEG,day,sunny,"[1, 1, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00002542.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00005449.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00040677.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00030230.JPEG,day,none,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00033886.JPEG,day,sunny,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00046817.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00023527.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00049360.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00004885.JPEG,day,sunny,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00021260.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00022858.JPEG,day,sunny,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00014547.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00040735.JPEG,day,sunny,"[1, 1, 0, 0, 1, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00015603.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00010358.JPEG,night,partly cloudy,"[0, 0, 0, 0, 0, 1, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00021106.JPEG,day,none,"[1, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00047737.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00046206.JPEG,day,sunny,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00025693.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00011752.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00031116.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00024670.JPEG,day,sunny,"[0, 1, 0, 1, 1, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00006627.JPEG,day,none,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00003737.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00038570.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00019775.JPEG,day,cloudy,"[1, 1, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00031965.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00034801.JPEG,day,sunny,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00024312.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00034638.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00046915.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00014930.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00042627.JPEG,none,none,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00014924.JPEG,day,sunny,"[1, 1, 0, 0, 0, 1, 1, 0, 0]"
/imagenet-val/ILSVRC2012_val_00017009.JPEG,day,none,"[0, 1, 1, 1, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00023115.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00047730.JPEG,day,cloudy,"[1, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00041704.JPEG,day,sunny,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00016840.JPEG,day,sunny,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00049400.JPEG,day,sunny,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00046139.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00010961.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00007244.JPEG,none,none,"[0, 0, 0, 1, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00002173.JPEG,day,partly cloudy,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00041847.JPEG,day,sunny,"[1, 1, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00042807.JPEG,day,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00016451.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00028707.JPEG,day,sunny,"[0, 1, 0, 1, 0, 0, 1, 0, 0]"
/imagenet-val/ILSVRC2012_val_00013934.JPEG,day,sunny,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00048668.JPEG,day,sunny,"[0, 0, 0, 1, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00026953.JPEG,day,sunny,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00010859.JPEG,day,snowing,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
/imagenet-val/ILSVRC2012_val_00002739.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00017768.JPEG,none,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00041159.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00020032.JPEG,day,none,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00038776.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00015790.JPEG,none,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00039515.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00049767.JPEG,none,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00005511.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00035657.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00029279.JPEG,day,none,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00032057.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00026868.JPEG,day,none,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00031235.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00037767.JPEG,day,sunny,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00027768.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00025396.JPEG,day,sunny,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00030347.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00021147.JPEG,day,sunny,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00028261.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00038777.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00037887.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00030877.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00009123.JPEG,day,sunny,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00021193.JPEG,day,sunny,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00002356.JPEG,day,sunny,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00008518.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00035120.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00015062.JPEG,day,partly cloudy,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00006410.JPEG,day,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00003106.JPEG,day,partly cloudy,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00048088.JPEG,day,sunny,"[1, 1, 0, 1, 1, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00014545.JPEG,day,sunny,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00017730.JPEG,day,sunny,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00007851.JPEG,day,partly cloudy,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00038715.JPEG,day,foggy,"[0, 1, 0, 1, 0, 0, 1, 0, 0]"
/imagenet-val/ILSVRC2012_val_00012756.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00044191.JPEG,day,partly cloudy,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00042798.JPEG,day,partly cloudy,"[0, 1, 0, 0, 1, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00037763.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00002272.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00043313.JPEG,none,none,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00038284.JPEG,day,sunny,"[1, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00035261.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00028982.JPEG,day,sunny,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00018369.JPEG,day,none,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00001056.JPEG,day,cloudy,"[1, 0, 0, 1, 0, 1, 1, 1, 0]"
/imagenet-val/ILSVRC2012_val_00048878.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00037495.JPEG,day,sunny,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00023621.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00011455.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00026503.JPEG,day,sunny,"[1, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00001271.JPEG,day,sunny,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00037094.JPEG,day,sunny,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00045687.JPEG,day,sunny,"[0, 1, 1, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00034174.JPEG,day,sunny,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00043726.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00018646.JPEG,day,sunny,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00017660.JPEG,day,sunny,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00021037.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00027058.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00011257.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00028803.JPEG,day,sunny,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00030785.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00036538.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00045218.JPEG,day,sunny,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00013429.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00040882.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00011123.JPEG,none,none,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00032498.JPEG,day,partly cloudy,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00042310.JPEG,day,sunny,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00038908.JPEG,day,cloudy,"[0, 1, 0, 1, 0, 0, 1, 0, 0]"
/imagenet-val/ILSVRC2012_val_00034682.JPEG,day,none,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00023656.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00017664.JPEG,day,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00034018.JPEG,day,partly cloudy,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00030311.JPEG,none,none,"[0, 0, 0, 1, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00042417.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00017901.JPEG,none,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00034896.JPEG,day,partly cloudy,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00025555.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00042148.JPEG,day,none,"[1, 0, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00003586.JPEG,day,partly cloudy,"[0, 1, 1, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00027750.JPEG,day,partly cloudy,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00044092.JPEG,none,none,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
/imagenet-val/ILSVRC2012_val_00014096.JPEG,none,none,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
/imagenet-val/ILSVRC2012_val_00018548.JPEG,day,cloudy,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00021396.JPEG,day,sunny,"[1, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00047992.JPEG,day,partly cloudy,"[1, 0, 0, 0, 0, 1, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00021259.JPEG,day,sunny,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
/imagenet-val/ILSVRC2012_val_00019346.JPEG,day,none,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
